,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN,GFP_Intensity_BGS,GFP_Intensity_FC,IF_561_Intensity_BGS,IF_561_Intensity_FC,IF_647_Intensity,TIME_IN_AUXIN,TIME_IN_AUXIN_HRS
157,J20,485.91969843560344,477.9839526009559,362.67283047464696,2507.7722197409557,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,2239,260522_mACPOLR2A_Kinetic_pSer2,J,20,237.4981357560307,0.554519443934435,330.6311731624516,0.5571919782120716,1444.5627675344795,240,4.0
158,J21,531.5348841820888,514.7247782870573,373.4416135852091,2471.001050972149,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,1903,260522_mACPOLR2A_Kinetic_pSer2,J,21,274.23896144213217,0.6403032845708836,376.246358908937,0.6340643896652628,1642.9644694991243,480,8.0
159,J22,607.1420321867089,248.87586748679402,371.22682594170624,1719.5089928057555,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2780,260522_mACPOLR2A_Kinetic_pSer2,J,22,8.39005064186884,0.019589400993404303,451.85350691355706,0.7614803739498668,2445.5545156426915,0,0.0
170,K13,648.2423633654593,222.14364426207626,362.94095936088894,1678.2146025247355,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2931,260522_mACPOLR2A_Kinetic_pSer2,K,13,-18.342172582848917,-0.04282598391272867,492.9538380923074,0.8307441841817205,2555.3870419664177,0,0.0
171,K14,413.9760817641095,434.00490257541014,339.5417512574201,2442.263565891473,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,2451,260522_mACPOLR2A_Kinetic_pSer2,K,14,193.51908573048496,0.45183552901738466,258.68755649095766,0.43594991349839524,1214.8212749287654,60,1.0
172,K15,348.7007697375378,366.156007808564,341.53437439467865,2448.5610816030903,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,2071,260522_mACPOLR2A_Kinetic_pSer2,K,15,125.67019096363885,0.29341941649544817,193.412244464386,0.32594552435198737,924.2959646650172,120,2.0
173,K16,351.9488126875255,346.0604327520331,353.0132766376001,2349.0412955465586,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,2470,260522_mACPOLR2A_Kinetic_pSer2,K,16,105.5746159071079,0.24649952354379465,196.66028741437367,0.3314192474111624,906.6145412583321,240,4.0
174,K17,376.69140969983084,354.2256868385226,348.737256418376,2496.8911533117184,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,2159,260522_mACPOLR2A_Kinetic_pSer2,K,17,113.73986999359744,0.2655640612135754,221.402884426679,0.37311639424558,1012.3523028290564,480,8.0
175,K18,437.5379487762597,453.2015778624673,361.21902184250905,2416.461670235546,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,2335,260522_mACPOLR2A_Kinetic_pSer2,K,18,212.7157610175421,0.4966566374933847,282.2494235031079,0.4756572501215491,1299.2859969801093,60,1.0
176,K19,370.4406543627492,397.87625851974707,367.7351076908349,2420.885151369534,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,2081,260522_mACPOLR2A_Kinetic_pSer2,K,19,157.3904416748219,0.36748103272596394,215.1521290895974,0.36258238833719914,964.2238932356751,120,2.0
177,K20,361.3601780631386,359.7648091273584,360.6365271110474,2076.9640625,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,1920,260522_mACPOLR2A_Kinetic_pSer2,K,20,119.2789922824332,0.2784970090942496,206.07165278998679,0.34727963117702687,914.6524169485274,240,4.0
178,K21,401.07325108181936,384.8784884225817,374.1169761682971,2424.8225629791896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,1826,260522_mACPOLR2A_Kinetic_pSer2,K,21,144.39267157765653,0.33713335768538316,245.78472580866753,0.4142055822436159,1084.4534359134839,480,8.0
179,K22,637.6850957334743,247.517675437613,386.61045538981205,1717.0950280673617,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2494,260522_mACPOLR2A_Kinetic_pSer2,K,22,7.031858592687826,0.01641824389159997,482.3965704603225,0.8129526832167171,2594.1609125209607,0,0.0
190,L13,632.4496371554543,231.65554929659572,363.0290211670211,1676.6949389179756,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2865,260522_mACPOLR2A_Kinetic_pSer2,L,13,-8.83026754832946,-0.02061723573157606,477.16111188230246,0.8041296932547239,2541.268772717154,0,0.0
191,L14,403.35145464259296,432.5844433735193,348.99184760250336,2481.446207238473,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2017,260522_mACPOLR2A_Kinetic_pSer2,L,14,192.09862652859414,0.44851898826115244,248.06292936944112,0.41804489581062043,1165.6695493092818,60,1.0
192,L15,344.59213225068055,364.53051022236247,346.3855253184502,2558.2834839769926,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2434,260522_mACPOLR2A_Kinetic_pSer2,L,15,124.04469337743728,0.289624144525216,189.30360697752872,0.31902149529821916,870.8153286297373,120,2.0
193,L16,311.5815296687293,316.5457126653337,350.41609500781414,2389.5726817042605,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,1596,260522_mACPOLR2A_Kinetic_pSer2,L,16,76.05989582040854,0.17758746190483737,156.29300439557744,0.2633907972648772,741.2973378512544,240,4.0
194,L17,325.06417646197167,324.9741151726347,338.2352330410663,2472.1463207145894,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2351,260522_mACPOLR2A_Kinetic_pSer2,L,17,84.48829832770951,0.19726640825414765,169.77565118881984,0.2861122562440952,840.3886263209364,480,8.0
195,L18,393.4937239256781,423.50586258429155,346.787110894899,2473.1242084754017,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2053,260522_mACPOLR2A_Kinetic_pSer2,L,18,183.02004573936637,0.4273219815775806,238.2051986525263,0.40143228053208185,1114.6394375870175,60,1.0
196,L19,351.092599107169,376.4266506565646,358.91678528328697,2537.7655502392345,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,1672,260522_mACPOLR2A_Kinetic_pSer2,L,19,135.94083381163944,0.317399693826016,195.80407383401717,0.3299763243677975,891.9533238362892,120,2.0
197,L20,310.16111342113834,330.41567694880774,351.4038936064434,2420.8722249629996,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2027,260522_mACPOLR2A_Kinetic_pSer2,L,20,89.92986010388256,0.20997156823636334,154.8725881479865,0.2609970588544615,752.8477815258352,240,4.0
198,L21,360.4730854277396,347.36216126586595,368.3512905757834,2375.8844036697246,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1635,260522_mACPOLR2A_Kinetic_pSer2,L,21,106.87634442094077,0.2495388474919443,205.18456015458776,0.3457846695990014,947.0912757905545,480,8.0
199,L22,596.5525408031838,242.9866506833647,354.34436414827564,1720.5080669710808,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3285,260522_mACPOLR2A_Kinetic_pSer2,L,22,2.500833838439519,0.00583903947308642,441.26401553003194,0.7436345683175377,2527.1995946432876,0,0.0
210,M13,621.468308150473,242.99976365368906,377.36749911793413,1825.272973889454,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2949,260522_mACPOLR2A_Kinetic_pSer2,M,13,2.513946808763876,0.00586965612188429,466.1797828773212,0.7856235482558772,2425.3358476361427,480,8.0
211,M14,396.3525967806435,433.0611946657405,357.3241039027833,2529.034069400631,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,1585,260522_mACPOLR2A_Kinetic_pSer2,M,14,192.57537782081533,0.44963212483637627,241.0640715074917,0.4062501596397251,1145.8810745157857,60,1.0
212,M15,327.5490371996679,362.105230780946,358.03473041577365,2493.487295313382,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,1771,260522_mACPOLR2A_Kinetic_pSer2,M,15,121.6194139360208,0.28396151225671945,172.26051192651607,0.29029983618937216,807.5265976031831,120,2.0
213,M16,308.8712367761021,328.9766323639088,363.846066552106,2453.0712731229596,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,1838,260522_mACPOLR2A_Kinetic_pSer2,M,16,88.4908155189836,0.20661163363950927,153.58271150295025,0.25882331064849856,743.486998488988,240,4.0
214,M17,325.040887174662,330.30105847206886,346.8344709683559,2560.9823708206686,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1645,260522_mACPOLR2A_Kinetic_pSer2,M,17,89.81524162714368,0.2097039527715786,169.75236190151014,0.28607300826894777,818.195091839244,480,8.0
215,M18,402.71788699514764,436.2449167672191,363.74331013754994,2424.2864835756595,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,1857,260522_mACPOLR2A_Kinetic_pSer2,M,18,195.7590999222939,0.4570655971191533,247.4293617219958,0.41697718399314526,1161.5482811955983,60,1.0
216,M19,332.6605007473502,366.08877974902583,357.27193614280895,2480.029511369134,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2067,260522_mACPOLR2A_Kinetic_pSer2,M,19,125.60296290410065,0.2932624499320129,177.3719754741984,0.29891386510397977,838.7987674946025,120,2.0
217,M20,314.1324828768615,325.1553079275591,360.7214658827014,2458.5179584120983,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2116,260522_mACPOLR2A_Kinetic_pSer2,M,20,84.6694910826339,0.19768946380945032,158.84395760370967,0.26768975870511397,723.8602403664136,240,4.0
218,M21,317.1140276481124,336.21191112446246,362.6872731856798,2385.451959205582,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1863,260522_mACPOLR2A_Kinetic_pSer2,M,21,95.72609427953728,0.22350483047341738,161.8255023749606,0.27271436909901925,827.2999134937312,480,8.0
219,M22,645.0590428663281,243.12339343047873,378.8417360753676,1729.635761589404,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1963,260522_mACPOLR2A_Kinetic_pSer2,M,22,2.6375765855535462,0.006158311503792506,489.7705175931763,0.8253795338094386,2659.014685444837,480,8.0
230,N13,624.2238143466174,245.7537641754069,371.61523666466724,1786.1639950678175,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2433,260522_mACPOLR2A_Kinetic_pSer2,N,13,5.267947330481718,0.012299798543999464,468.9352890734655,0.7902672300167949,2566.768142624713,0,0.0
231,N14,651.9225056262125,245.04668599206863,384.8526507976837,1656.1347237880495,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,1774,260522_mACPOLR2A_Kinetic_pSer2,N,14,4.56086914714345,0.010648886212436242,496.6339803530606,0.836946097107104,2584.8056648292227,0,0.0
232,N15,642.9897720829973,245.79627889643572,372.1028488104002,1703.595536413469,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2554,260522_mACPOLR2A_Kinetic_pSer2,N,15,5.310462051510541,0.012399063489338438,487.7012468098455,0.8218923215475324,2618.648127892677,0,0.0
233,N16,644.478698893303,244.91577289195507,372.1428115724718,1737.3952483801295,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2315,260522_mACPOLR2A_Kinetic_pSer2,N,16,4.42995604702989,0.010343225457468144,489.19017362015114,0.8244015165121572,2597.549278891895,0,0.0
234,N17,596.7941291427959,244.18832827480537,352.5057682189716,1806.5185866764814,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2717,260522_mACPOLR2A_Kinetic_pSer2,N,17,3.7025114298801896,0.00864476082190013,441.50560386964406,0.7440417019933309,2454.9055468053343,0,0.0
235,N18,660.6243955594468,241.52647812802167,384.5315943377758,1657.8160275743214,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2321,260522_mACPOLR2A_Kinetic_pSer2,N,18,1.0406612830964832,0.0024297745082915,505.335870286295,0.8516108464097968,2653.533994318425,0,0.0
236,N19,608.2159812639109,241.27093265731963,367.20515196924003,1658.5970932579733,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2477,260522_mACPOLR2A_Kinetic_pSer2,N,19,0.7851158123944515,0.0018331174782791886,452.92745599075903,0.7632902329692133,2529.4762859543043,0,0.0
237,N20,610.7914787617946,240.4975271084912,368.30780704156484,1748.5677537896188,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2177,260522_mACPOLR2A_Kinetic_pSer2,N,20,0.01171026356601601,2.7341557104361325e-05,455.50295348864273,0.7676305573614961,2424.1070057772936,0,0.0
