,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
212,N06,1525.6004215172588,265.85304541188907,312.21515917185627,1626.5082530949105,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1454,250905_mACPOLR2A_Kinetic_pSer2,N,06
213,N07,1571.9716775756092,266.8623638827935,320.18095378655624,1691.9115044247787,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1017,250905_mACPOLR2A_Kinetic_pSer2,N,07
214,N08,1553.1363281608185,263.1639826711039,311.47205565325277,1618.4648464163822,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1465,250905_mACPOLR2A_Kinetic_pSer2,N,08
215,N09,190.22021625404943,264.558363642808,317.84925428227126,1604.3005431502716,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa647,1657,250905_mACPOLR2A_Kinetic_pSer2,N,09
216,N10,1579.5751816452162,268.48673376688464,300.5887182405049,1683.97417721519,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1975,250905_mACPOLR2A_Kinetic_pSer2,N,10
217,N11,188.66645535312196,263.23550039979546,314.0280839047261,1640.7829787234043,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa647,1410,250905_mACPOLR2A_Kinetic_pSer2,N,11
218,N12,1665.1095814226787,264.25091469954367,318.31571392150244,1555.083523158694,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1317,250905_mACPOLR2A_Kinetic_pSer2,N,12
219,N13,2244.810930130121,262.73982357315083,322.0882103613334,1543.637987012987,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1232,250905_mACPOLR2A_Kinetic_pSer2,N,13
220,N14,1897.530203261709,260.30690407779235,313.62802004025735,1683.5954292773317,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1619,250905_mACPOLR2A_Kinetic_pSer2,N,14
221,N15,181.78698217336182,261.2106343656199,317.1393685691782,1623.9437577255871,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa647,1618,250905_mACPOLR2A_Kinetic_pSer2,N,15
222,N16,2032.5140407628903,258.06337948813723,313.9275748201441,1629.740506329114,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1422,250905_mACPOLR2A_Kinetic_pSer2,N,16
223,N17,1990.7754031672932,257.13931617174006,321.2980698599137,1601.912310286678,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1779,250905_mACPOLR2A_Kinetic_pSer2,N,17
224,N18,2075.8486210554784,258.77402784796135,315.49310003412546,1651.694835680751,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1065,250905_mACPOLR2A_Kinetic_pSer2,N,18
225,N19,2033.5724296173748,256.26875036627206,313.19330933273056,1693.2998652291105,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1484,250905_mACPOLR2A_Kinetic_pSer2,N,19
226,N20,2275.9224340667056,255.4137619379133,316.3095825971171,1573.1806775407779,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,797,250905_mACPOLR2A_Kinetic_pSer2,N,20
227,N21,179.66354845407164,255.9966459051814,325.6618212211605,1674.0434782608695,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa647,1265,250905_mACPOLR2A_Kinetic_pSer2,N,21
228,N22,2238.3104659359233,256.14458353168413,312.45489869765123,1648.785935884178,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,967,250905_mACPOLR2A_Kinetic_pSer2,N,22
