,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
188,L11,680.6957985851183,342.9098669941411,551.9580682979791,1361.6741095162147,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1881,158.1700361483858,1268.1283547257876,250128_ARMC5mAC_TotalPolII
189,L12,457.58330632511695,338.02075887287106,467.1964539249145,1659.8191636665745,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3611,155.2070795154246,1570.9441201000834,250128_ARMC5mAC_TotalPolII
190,L13,537.7072690153518,416.58004516538097,553.5531951505034,1460.6836786255685,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,1979,162.02544065797665,1354.111607142857,250128_ARMC5mAC_TotalPolII
191,L14,546.590334406251,423.16423822146055,553.2473788766735,1390.4819347319346,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,1716,155.6598953653233,1304.9712609970675,250128_ARMC5mAC_TotalPolII
192,L15,435.7475092254615,335.6558369536152,475.57561718628665,1590.2785911309145,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,4713,154.98159920124945,1497.3269433326311,250128_ARMC5mAC_TotalPolII
193,L16,707.1732445870625,341.65040405288187,556.732081354285,1399.567270730368,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1821,164.25892592604455,1317.5032295948326,250128_ARMC5mAC_TotalPolII
194,L17,645.0772125857454,345.29376816433984,563.0676403848285,1406.4024096385542,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2075,158.98999734635063,1319.3989283974672,250128_ARMC5mAC_TotalPolII
195,L18,457.18479045459037,338.46389647439685,464.0535329021844,1669.2748554913294,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3460,153.22969083694193,1554.6908773968623,250128_ARMC5mAC_TotalPolII
196,L19,509.7998890821919,415.3178684953806,559.3821898784215,1419.272838002436,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,1642,159.6518749347178,1340.75,250128_ARMC5mAC_TotalPolII
197,L20,509.24702162196945,418.6265253834214,555.4297719462245,1375.1762962962962,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2025,160.4650418555311,1254.6467203682394,250128_ARMC5mAC_TotalPolII
198,L21,432.3481761763185,332.90872069181944,464.827274761278,1665.3793911007026,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,3416,155.67314901479122,1558.6521739130435,250128_ARMC5mAC_TotalPolII
199,L22,429.1326881879742,330.8565580891089,448.83825655892343,1638.0036047497879,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4716,154.56682597867632,1545.7623655913978,250128_ARMC5mAC_TotalPolII
200,M03,470.4242262149923,331.90631083890395,453.195366645115,1676.919839205486,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4229,153.51286902519567,1563.8695949021392,250128_ARMC5mAC_TotalPolII
201,M04,695.727738383134,336.67385529694985,552.5280119450892,1358.4010695187167,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1122,165.87069904008393,1296.2556634304208,250128_ARMC5mAC_TotalPolII
202,M05,623.627170803951,339.5677998631318,535.7512183798922,1439.117178158629,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2509,157.4383980350646,1319.1416739319966,250128_ARMC5mAC_TotalPolII
203,M06,464.2790477188438,329.6557968929325,424.94220136242217,1686.5686382393399,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,3635,155.06425474565413,1622.7083914134373,250128_ARMC5mAC_TotalPolII
204,M07,596.4837544806709,409.30264764839103,535.7362427144725,1421.9435637285985,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1577,159.17826789849883,1332.074433656958,250128_ARMC5mAC_TotalPolII
205,M08,590.538030565986,412.8257565737504,521.1660953500917,1417.2310660877954,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2073,156.97429554273506,1308.0279162512463,250128_ARMC5mAC_TotalPolII
206,M09,490.68923335395743,333.6773966787483,464.5671345749492,1712.4318514899853,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4094,151.75514114489982,1595.2516222062004,250128_ARMC5mAC_TotalPolII
207,M10,635.3925829232876,344.08166991819456,514.1704794198905,1359.589638718473,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1467,157.71085382366854,1300.7855641205326,250128_ARMC5mAC_TotalPolII
208,M11,644.1660923026631,350.23417876003055,548.782093574422,1448.2363199037884,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1663,154.28179364034895,1299.1969309462916,250128_ARMC5mAC_TotalPolII
209,M12,466.3541560284223,341.90611517249135,409.2046441823263,1736.0992496589358,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2932,149.49859017742912,1624.954811443433,250128_ARMC5mAC_TotalPolII
210,M13,606.001661191945,409.99346546349835,583.2933373553349,1343.5408759124089,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1370,156.44802826108648,1296.4360679970437,250128_ARMC5mAC_TotalPolII
211,M14,543.7581067945787,422.25196535127776,510.57945125290075,1403.6443176414646,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2103,151.92121251882241,1294.7066961815162,250128_ARMC5mAC_TotalPolII
212,M15,475.15803006262485,340.95642142344855,481.97604976926084,1603.275117836765,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4031,149.69526489273008,1502.6200103680665,250128_ARMC5mAC_TotalPolII
213,M16,641.7087470723021,352.71719024511606,525.6842400077282,1404.3553664921467,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1528,158.8511903536609,1331.8665401644528,250128_ARMC5mAC_TotalPolII
214,M17,581.9813087179544,346.51333408769733,557.2256648360469,1410.6490958060792,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2599,156.97846136119858,1330.3493816254418,250128_ARMC5mAC_TotalPolII
215,M18,448.774327693212,340.95217603711126,441.0477563215383,1606.5697529323684,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,4007,152.05441651299853,1494.4164171656687,250128_ARMC5mAC_TotalPolII
216,M19,559.6749772978437,423.13887823846176,566.3408415472228,1377.6657159155734,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1753,158.04013938729335,1293.8984651711924,250128_ARMC5mAC_TotalPolII
217,M20,511.59374715709686,418.4282922734126,534.7772874933162,1399.4273166447078,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2277,153.7426712452018,1300.9551312649164,250128_ARMC5mAC_TotalPolII
218,M21,463.00107203050425,337.5918314267187,471.59763896034735,1680.7778606038016,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2683,152.52770150320023,1547.5549410029498,250128_ARMC5mAC_TotalPolII
219,M22,409.9378891700837,335.6539216622558,441.88481970006535,1693.1517904863708,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3742,151.6067482636132,1602.1834981780323,250128_ARMC5mAC_TotalPolII
220,N03,433.75954503857616,329.34446911471196,451.20369856981006,1721.5317589576548,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3684,132.16520310944418,1615.6054677030286,250128_ARMC5mAC_TotalPolII
221,N04,173.1120445464974,330.25543516668597,457.6381013146683,1635.236976744186,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4300,131.16183450190906,1562.6811842427207,250128_ARMC5mAC_TotalPolII
222,N05,435.5161684886319,325.1620656724176,420.28207911822136,1676.5338530066815,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4490,130.65641386657674,1592.8959591267999,250128_ARMC5mAC_TotalPolII
223,N06,171.52094179457657,324.0517518155139,437.0119931795998,1724.8719619143071,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3991,130.54622552375912,1616.5898226676948,250128_ARMC5mAC_TotalPolII
224,N07,453.1749147955503,327.82591068675066,441.03089127579346,1717.5111571198527,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4347,130.89937708748695,1641.69654199012,250128_ARMC5mAC_TotalPolII
225,N08,171.27758594228575,327.503359399812,437.07425366247014,1673.989832970225,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4131,131.10348198407118,1571.4882268140318,250128_ARMC5mAC_TotalPolII
226,N09,447.31856664680356,331.2264836317242,407.3678020120709,1731.9701308318934,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4051,130.8020511051455,1623.9673063255152,250128_ARMC5mAC_TotalPolII
227,N10,170.65988206712908,331.39445601564086,420.77371546003695,1736.9189258972374,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3873,130.77515996284333,1630.72619361646,250128_ARMC5mAC_TotalPolII
228,N11,434.9956595176121,335.7384183949892,427.11950074952534,1710.355898945303,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4077,131.32491355289423,1595.0513843266071,250128_ARMC5mAC_TotalPolII
229,N12,171.44017664301495,338.2414917880528,424.58810097293014,1730.0430166076776,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3673,130.4689616730974,1615.8968707482993,250128_ARMC5mAC_TotalPolII
230,N13,459.33949184086464,341.08719131126486,446.7347309029026,1689.955990842025,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3931,130.94239750680416,1607.9954186815983,250128_ARMC5mAC_TotalPolII
231,N14,175.98398634153494,339.79590956424744,462.6913709024719,1677.887317412474,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4313,131.67243514579798,1592.6372641509433,250128_ARMC5mAC_TotalPolII
232,N15,483.24018348261404,339.89714636052344,470.91142791662367,1703.8372582001682,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2378,132.11861564520106,1607.8494714587737,250128_ARMC5mAC_TotalPolII
233,N16,177.18442624858034,341.0090196253975,477.55262115772734,1726.8419921175207,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,2791,131.9536721682684,1623.3832495812396,250128_ARMC5mAC_TotalPolII
234,N17,480.9792342432633,341.85210183091255,497.4286064008185,1681.5329776915617,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2062,132.73944624592747,1571.5053314789059,250128_ARMC5mAC_TotalPolII
235,N18,178.0498219581411,342.1794933220077,486.6685114357734,1704.3884396525907,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3339,131.9504733118765,1621.9086826347304,250128_ARMC5mAC_TotalPolII
236,N19,468.52959273081564,337.6608454713099,500.68752195445893,1663.9840142095916,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2815,133.07557645076326,1563.6778846153845,250128_ARMC5mAC_TotalPolII
237,N20,177.91145773093237,340.91301527299396,490.2609684942422,1695.2767160161507,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3715,132.28664862753243,1589.0364229410166,250128_ARMC5mAC_TotalPolII
238,N21,447.18425869709466,338.1721874908502,457.9975000101515,1738.2981766178048,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2797,131.72657752477542,1624.4440028901734,250128_ARMC5mAC_TotalPolII
239,N22,180.36167061714787,350.4894649081614,462.090804477606,1734.3210168489506,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3383,131.87252586412475,1639.265763111373,250128_ARMC5mAC_TotalPolII
