,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
140,250128_ARMC5mAC_TotalPolII,J03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3937,329.1022794832442,-5.536391316150741,-0.08999010508953655
141,250128_ARMC5mAC_TotalPolII,J04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2256,331.10607767841475,-3.5325931209802093,-0.057419789903255344
142,250128_ARMC5mAC_TotalPolII,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1962,334.6242502307215,-0.01442056867347219,-0.0002343960923771718
143,250128_ARMC5mAC_TotalPolII,J06,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4534,328.17098764449497,-6.467683154899987,-0.10512759188415505
144,250128_ARMC5mAC_TotalPolII,J07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1829,384.53926896005424,49.900598160659285,0.8110987493619928
145,250128_ARMC5mAC_TotalPolII,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2675,391.6529749134901,57.014304114095125,0.9267269825864527
146,250128_ARMC5mAC_TotalPolII,J09,HCT116 OsTIRF74G,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4705,332.1584995595772,-2.480171239817764,-0.04031342037911141
147,250128_ARMC5mAC_TotalPolII,J10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2007,337.76080296278803,3.1221321633930756,0.050748038829471195
148,250128_ARMC5mAC_TotalPolII,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,347.5367184834658,12.898047684070832,0.2096485960364484
149,250128_ARMC5mAC_TotalPolII,J12,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4484,340.50246688675145,5.863796087356491,0.09531183689734268
150,250128_ARMC5mAC_TotalPolII,J13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2520,399.5428366193528,64.90416581995783,1.0549710758067525
151,250128_ARMC5mAC_TotalPolII,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2020,404.42978044787975,69.79110964848479,1.1344048736694305
152,250128_ARMC5mAC_TotalPolII,J15,HCT116 OsTIRF74G,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3990,336.33309432060014,1.6944235212051808,0.02754164979173685
153,250128_ARMC5mAC_TotalPolII,J16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1903,342.2345830738904,7.595912274495447,0.12346615417856681
154,250128_ARMC5mAC_TotalPolII,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2421,339.74089854077863,5.102227741383672,0.08293308482340013
155,250128_ARMC5mAC_TotalPolII,J18,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,3287,332.7798628708874,-1.858807928507531,-0.030213601473523807
156,250128_ARMC5mAC_TotalPolII,J19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1728,394.36816411852016,59.7294933191252,0.9708604529186243
157,250128_ARMC5mAC_TotalPolII,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2357,400.47729577733116,65.8386249779362,1.0701600451238313
158,250128_ARMC5mAC_TotalPolII,J21,HCT116 OsTIRF74G,Vehicle,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3461,334.04286550645475,-0.5958052929402129,-0.009684391485873075
159,250128_ARMC5mAC_TotalPolII,J22,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4796,334.14366523892625,-0.49500556046871225,-0.008045963491875308
160,250128_ARMC5mAC_TotalPolII,K03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3992,328.4186301635456,-6.2200406358493865,-0.10110233878309799
161,250128_ARMC5mAC_TotalPolII,K04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1362,333.88630802098874,-0.7523627784062228,-0.012229122117275615
162,250128_ARMC5mAC_TotalPolII,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2203,333.7590645896219,-0.8796062097730442,-0.014297373638306958
163,250128_ARMC5mAC_TotalPolII,K06,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4637,329.968104204843,-4.670566594551985,-0.07591673974440723
164,250128_ARMC5mAC_TotalPolII,K07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1583,348.5880983411901,13.94942754179516,0.22673802821036776
165,250128_ARMC5mAC_TotalPolII,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2553,414.17515647457776,79.5364856751828,1.2928090331119289
166,250128_ARMC5mAC_TotalPolII,K09,HCT116 OsTIRF74G,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4576,334.37990518624895,-0.25876561314601076,-0.004206051088303138
167,250128_ARMC5mAC_TotalPolII,K10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2167,339.3214016690894,4.682730869694467,0.07611446138941028
168,250128_ARMC5mAC_TotalPolII,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2802,346.43907574946235,11.800404950067389,0.19180719369633847
169,250128_ARMC5mAC_TotalPolII,K12,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4300,341.07871904867824,6.440048249283279,0.10467840613867996
170,250128_ARMC5mAC_TotalPolII,K13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1696,424.10329751255676,89.4646267131618,1.4541839078873346
171,250128_ARMC5mAC_TotalPolII,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,414.5379742299864,79.89930343059143,1.298706377803285
172,250128_ARMC5mAC_TotalPolII,K15,HCT116 OsTIRF74G,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4211,337.8484931444288,3.2098223450338423,0.05217338039413857
173,250128_ARMC5mAC_TotalPolII,K16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2002,344.54299168414633,9.904320884751371,0.1609876951181534
174,250128_ARMC5mAC_TotalPolII,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2564,342.16242998962593,7.523759190230976,0.12229335708661408
175,250128_ARMC5mAC_TotalPolII,K18,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4379,335.443989539171,0.8053187397760553,0.013089883623581489
176,250128_ARMC5mAC_TotalPolII,K19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2451,412.06613973058285,77.42746893118789,1.2585284652131175
177,250128_ARMC5mAC_TotalPolII,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2122,424.08689202149174,89.44822122209678,1.4539172482925404
178,250128_ARMC5mAC_TotalPolII,K21,HCT116 OsTIRF74G,Vehicle,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2981,335.2935694372523,0.6548986378573431,0.010644911798747577
179,250128_ARMC5mAC_TotalPolII,K22,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,331.8588664744214,-2.7798043249735542,-0.04518374317273553
180,250128_ARMC5mAC_TotalPolII,L03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4647,328.8756332949728,-5.763037504422186,-0.09367407775981933
181,250128_ARMC5mAC_TotalPolII,L04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1483,333.31480466612186,-1.3238661332730999,-0.02151850287572428
182,250128_ARMC5mAC_TotalPolII,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2169,335.3255361240895,0.6868653246945655,0.011164507568550568
183,250128_ARMC5mAC_TotalPolII,L06,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3994,328.81255862321643,-5.826112176178526,-0.09469931171018746
184,250128_ARMC5mAC_TotalPolII,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2339,407.8295616936734,73.19089089427843,1.1896659009559047
185,250128_ARMC5mAC_TotalPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2005,412.11817598190106,77.4795051825061,1.2593742774863452
186,250128_ARMC5mAC_TotalPolII,L09,HCT116 OsTIRF74G,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4025,333.0162074752742,-1.6224633241207584,-0.02637198794377462
187,250128_ARMC5mAC_TotalPolII,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1531,340.0381343924112,5.399463593016264,0.08776444229026938
188,250128_ARMC5mAC_TotalPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1881,342.9098669941411,8.271196194746153,0.1344424142509646
189,250128_ARMC5mAC_TotalPolII,L12,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3611,338.02075887287106,3.3820880734760976,0.05497343734831757
190,250128_ARMC5mAC_TotalPolII,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1979,416.58004516538097,81.94137436598601,1.331898789174274
191,250128_ARMC5mAC_TotalPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1716,423.16423822146055,88.52556742206559,1.4389201666766054
192,250128_ARMC5mAC_TotalPolII,L15,HCT116 OsTIRF74G,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4713,335.6558369536152,1.0171661542202628,0.016533312745574166
193,250128_ARMC5mAC_TotalPolII,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1821,341.65040405288187,7.011733253486909,0.1139707394779652
194,250128_ARMC5mAC_TotalPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2075,345.29376816433984,10.65509736494488,0.17319103308566178
195,250128_ARMC5mAC_TotalPolII,L18,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3460,338.46389647439685,3.8252256750018887,0.062176324039888514
196,250128_ARMC5mAC_TotalPolII,L19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1642,415.3178684953806,80.67919769598564,1.3113830046697448
197,250128_ARMC5mAC_TotalPolII,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2025,418.6265253834214,83.98785458402642,1.3651628703001646
198,250128_ARMC5mAC_TotalPolII,L21,HCT116 OsTIRF74G,Vehicle,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3416,332.90872069181944,-1.7299501075755188,-0.028119109197760558
199,250128_ARMC5mAC_TotalPolII,L22,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4716,330.8565580891089,-3.7821127102860714,-0.06147555344692484
200,250128_ARMC5mAC_TotalPolII,M03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4229,331.90631083890395,-2.73235996049101,-0.0444125687557041
201,250128_ARMC5mAC_TotalPolII,M04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1122,336.67385529694985,2.0351844975548943,0.03308047721939133
202,250128_ARMC5mAC_TotalPolII,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2509,339.5677998631318,4.929129063736866,0.08011948887203481
203,250128_ARMC5mAC_TotalPolII,M06,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3635,329.6557968929325,-4.98287390646243,-0.08099307308397176
204,250128_ARMC5mAC_TotalPolII,M07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1577,409.30264764839103,74.66397684899607,1.2136098659506205
205,250128_ARMC5mAC_TotalPolII,M08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2073,412.8257565737504,78.18708577435547,1.2708754969962608
206,250128_ARMC5mAC_TotalPolII,M09,HCT116 OsTIRF74G,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4094,333.6773966787483,-0.9612741206466353,-0.015624827472814285
207,250128_ARMC5mAC_TotalPolII,M10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1467,344.08166991819456,9.442999118799605,0.15348923776074364
208,250128_ARMC5mAC_TotalPolII,M11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1663,350.23417876003055,15.595507960635587,0.2534938952396999
209,250128_ARMC5mAC_TotalPolII,M12,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2932,341.90611517249135,7.267444373096396,0.11812714194523512
210,250128_ARMC5mAC_TotalPolII,M13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1370,409.99346546349835,75.3547946641034,1.224838618441052
211,250128_ARMC5mAC_TotalPolII,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2103,422.25196535127776,87.6132945518828,1.4240918196956769
212,250128_ARMC5mAC_TotalPolII,M15,HCT116 OsTIRF74G,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4031,340.95642142344855,6.317750624053588,0.10269054518049311
213,250128_ARMC5mAC_TotalPolII,M16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1528,352.71719024511606,18.0785194457211,0.2938534817865421
214,250128_ARMC5mAC_TotalPolII,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,346.51333408769733,11.874663288302372,0.19301421019498197
215,250128_ARMC5mAC_TotalPolII,M18,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,340.95217603711126,6.313505237716299,0.10262153944357495
216,250128_ARMC5mAC_TotalPolII,M19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1753,423.13887823846176,88.5002074390668,1.4385079581810691
217,250128_ARMC5mAC_TotalPolII,M20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2277,418.4282922734126,83.78962147401762,1.3619407320185228
218,250128_ARMC5mAC_TotalPolII,M21,HCT116 OsTIRF74G,Vehicle,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2683,337.5918314267187,2.9531606273237685,0.04800152663051244
219,250128_ARMC5mAC_TotalPolII,M22,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3742,335.6539216622558,1.015250862860853,0.016502181046084724
220,250128_ARMC5mAC_TotalPolII,N03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3684,329.34446911471196,-5.294201684683003,-0.08605348479974623
221,250128_ARMC5mAC_TotalPolII,N04,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,4300,330.25543516668597,-4.383235632708988,-0.07124637921979995
222,250128_ARMC5mAC_TotalPolII,N05,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4490,325.1620656724176,-9.476605126977347,-0.15403547953356278
223,250128_ARMC5mAC_TotalPolII,N06,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3991,324.0517518155139,-10.586918983881048,-0.1720828419686664
224,250128_ARMC5mAC_TotalPolII,N07,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4347,327.82591068675066,-6.812760112644298,-0.11073657252119905
225,250128_ARMC5mAC_TotalPolII,N08,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,4131,327.503359399812,-7.1353113995829744,-0.11597941439252793
226,250128_ARMC5mAC_TotalPolII,N09,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4051,331.2264836317242,-3.4121871676707656,-0.05546267672736516
227,250128_ARMC5mAC_TotalPolII,N10,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3873,331.39445601564086,-3.244214783754103,-0.05273240503636229
228,250128_ARMC5mAC_TotalPolII,N11,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4077,335.7384183949892,1.0997475955942377,0.017875615368947304
229,250128_ARMC5mAC_TotalPolII,N12,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3673,338.2414917880528,3.602820988657868,0.05856129396820293
230,250128_ARMC5mAC_TotalPolII,N13,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3931,341.08719131126486,6.448520511869901,0.10481611674419516
231,250128_ARMC5mAC_TotalPolII,N14,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,4313,339.79590956424744,5.15723876485248,0.08382724990320574
232,250128_ARMC5mAC_TotalPolII,N15,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2378,339.89714636052344,5.258475561128478,0.08547278205864217
233,250128_ARMC5mAC_TotalPolII,N16,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,2791,341.0090196253975,6.370348826002555,0.10354549156173973
234,250128_ARMC5mAC_TotalPolII,N17,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2062,341.85210183091255,7.213431031517587,0.1172491934753113
235,250128_ARMC5mAC_TotalPolII,N18,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3339,342.1794933220077,7.540822522612757,0.12257070942436064
236,250128_ARMC5mAC_TotalPolII,N19,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2815,337.6608454713099,3.022174671914968,0.04912330086408196
237,250128_ARMC5mAC_TotalPolII,N20,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3715,340.91301527299396,6.274344473599001,0.101985009061768
238,250128_ARMC5mAC_TotalPolII,N21,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2797,338.1721874908502,3.5335166914552474,0.05743480188477187
239,250128_ARMC5mAC_TotalPolII,N22,HCT116 OsTIRF74G,No addition,No addition,0.0,No primary,Goat anti-mouse Alexa647,3383,350.4894649081614,15.850794108766422,0.2576433900976915
0,250203_ARMC5mAC_TotalPolII,C03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4218,259.49310590849984,10.34838420561897,0.21513780696284904
1,250203_ARMC5mAC_TotalPolII,C04,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3306,258.3233483311108,9.17862662822995,0.190819123497173
2,250203_ARMC5mAC_TotalPolII,C05,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3637,259.9064672200733,10.761745517192423,0.2237313848865323
3,250203_ARMC5mAC_TotalPolII,C06,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3696,260.730616980866,11.585895277985117,0.24086505219370696
4,250203_ARMC5mAC_TotalPolII,C07,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4018,262.01739968190833,12.872677979027458,0.26761663029897914
5,250203_ARMC5mAC_TotalPolII,C08,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3467,260.2921023654176,11.147380662536705,0.2317485494804135
6,250203_ARMC5mAC_TotalPolII,C09,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,259.8839437687449,10.739222065864055,0.22326313343512325
7,250203_ARMC5mAC_TotalPolII,C10,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3940,261.90908746438197,12.764365761501097,0.2653648726832103
8,250203_ARMC5mAC_TotalPolII,C11,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3998,261.0430819640109,11.898360261130051,0.2473610451807072
9,250203_ARMC5mAC_TotalPolII,C12,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4108,262.1829723146644,13.038250611783553,0.27105880372397334
10,250203_ARMC5mAC_TotalPolII,C13,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4388,261.5040497452384,12.359328042357504,0.2569443381434826
11,250203_ARMC5mAC_TotalPolII,C14,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4201,257.0924346926302,7.947712989749334,0.16522903566494979
12,250203_ARMC5mAC_TotalPolII,C15,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4115,252.7559958593765,3.611274156495625,0.07507660973277626
13,250203_ARMC5mAC_TotalPolII,C16,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3427,249.41559766243358,0.27087595955271127,0.005631377685560337
14,250203_ARMC5mAC_TotalPolII,C17,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4106,249.05767610946137,-0.08704559341950358,-0.0018096349828105064
15,250203_ARMC5mAC_TotalPolII,C18,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3964,250.322574865298,1.1778531624171364,0.02448698668813316
16,250203_ARMC5mAC_TotalPolII,C19,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3547,250.06890924912233,0.9241875462414555,0.019213403558480543
17,250203_ARMC5mAC_TotalPolII,C20,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3225,251.1387576119862,1.994035909105321,0.041455023698980485
18,250203_ARMC5mAC_TotalPolII,C21,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2977,251.71266821154794,2.567946508667063,0.053386342185919276
19,250203_ARMC5mAC_TotalPolII,C22,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4059,251.8110454603255,2.6663237574446157,0.05543155669830173
20,250203_ARMC5mAC_TotalPolII,D03,HCT116 OsTIRF74G,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4609,258.7617511083341,9.617029405453252,0.19993330114889096
